PlInf_City,PlInf_Pr/St,PlInf_Cntry,PlInf_Nat,PlInf_Hand,PlInf_CorsicaID,PlInf_H-Ref_Name,PlInf_Last_Name,PlInf_First_Name,PlInf_Position,PlInf_Team,Other_Injuries,ContInf_NMC,ContInf_Status,Eqip_Stick,Eqip_Glove,Eqip_Pants,Eqip_Helmet,Eqip_Skates
Chelyabinsk,,RUS,RUS,L,EVGENY.DADONOV,Evgeni Dadonov,Dadonov,Evgenii,RW,FLA,Shoulder,NMC,UFA,Easton - Stealth CX,Bauer - Vapor 1X,Bauer,Bauer - 4500,Bauer - Nexus 1N
Vasteras,,SWE,SWE,L,MIKAEL.BACKLUND,Mikael Backlund,Backlund,Mikael,C,CGY,,,UFA,CCM - Ribcor Trigger 2 PMT,CCM - Super Tacks,CCM,CCM - Resistance,CCM - Super Tacks AS1
St. Paul,MN,USA,USA,L,RYAN.MCDONAGH,Ryan McDonagh,McDonagh,Ryan,D,"NYR, TBL",Upper body,,UFA,CCM - Jetspeed,Bauer - Vapor 1X,Bauer,Bauer - 4500,Bauer - Vapor 1X 2.0
New Canaan,CT,USA,USA,L,MAX.PACIORETTY,Max Pacioretty,Pacioretty,Max,LW,MTL,Knee,,UFA,Warrior - Covert QRL,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,Bauer - Supreme 1S
Braintree,MA,USA,USA,L,BRIAN.GIBBONS,Brian Gibbons,Gibbons,Brian,LW,NJD,Thumb,,UFA,CCM - Super Tacks 2.0,CCM - HG12,CCM,Bauer - 4500,Bauer - Vapor 1X
Kladno,,CZE,CZE,L,JAKUB.VORACEK,Jakub Voracek,Voracek,Jakub,RW,PHI,,,UFA,Bauer - Vapor 1X Lite,CCM - Quicklite,CCM,CCM - Fitlite 80,Reebok - 11K
Woodstock,ON,CAN,CAN,L,JAKE.MUZZIN,Jake Muzzin,Muzzin,Jake,D,LAK,Upper body,,UFA,Bauer - Nexus 1N,Easton - Stealth STH,Easton,Easton - E400,Bauer - Vapor 1X 2.0
Rochester Hills,MI,USA,USA,L,ALEC.MARTINEZ,Alec Martinez,Martinez,Alec,D,LAK,Lower body,NMC,UFA,Bauer - Vapor 1X Lite,Bauer - Vapor 1X,Bauer,Bauer - 4500,Bauer - Vapor 1X 2.0
Winnipeg,MB,CAN,CAN,R,MARK.STONE,Mark Stone,Stone,Mark,RW,OTT,Leg,,RFA,Warrior - Alpha AK27 SL,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,Bauer - Vapor 1X 2.0
Calgary,AB,CAN,CAN,R,JACK.RODEWALD,Jack Rodewald,Rodewald,Jack,RW,OTT,,,RFA,,,,,
Sodertalje,,SWE,SWE,L,CARL.HAGELIN,Carl Hagelin,Hagelin,Carl,LW,PIT,,,UFA,TRUE - A6.0 SBP,CCM - 4-Roll Pro,CCM,CCM - Vector V08,CCM - Ribcor 50K
St. Albert,AB,CAN,CAN,R,SPENCER.FOO,Spencer Foo,Foo,Spencer,RW,CGY,,NTC,RFA,,,,,
Rodovre,,DNK,DNK,L,LARS.ELLER,Lars Eller,Eller,Lars,C,WSH,Illness,,UFA,,,,,
Scarborough,ON,CAN,CAN,R,WAYNE.SIMMONDS,Wayne Simmonds,Simmonds,Wayne,RW,PHI,Upper body,,UFA,Warrior - Alpha QX,Warrior - Covert QR1,Bauer,Bauer - Re-Akt,Bauer - Supreme 1S
Fort McMurray,AB,CAN,CAN,L,SCOTTIE.UPSHALL,Scottie Upshall,Upshall,Scottie,RW,STL,"Kidney, Knee",,UFA,Warrior - Alpha QX,Bauer - Vapor 1X,Warrior,Bauer - IMS 9.0,Bauer - Vapor 1X 2.0
Toronto,ON,CAN,CAN,L,TREVOR.DALEY,Trevor Daley,Daley,Trevor,D,DET,"Lower body, Upper body",,UFA,CCM - Jetspeed,Warrior - Covert QRL,Warrior,Bauer - 4500,Bauer - Vapor 1X 2.0
St. Albert,AB,CAN,CAN,L,NICK.HOLDEN,Nick Holden,Holden,Nick,D,"NYR, BOS",,,UFA,Warrior - Alpha QX,Warrior - Dynasty AX1,Warrior,Warrior - Covert PX2,TRUE - Pro Custom
London,ON,CAN,CAN,L,NAZEM.KADRI,Nazem Kadri,Kadri,Nazem,C,TOR,Upper body,,UFA,CCM - Jetspeed,CCM - HG50,CCM,CCM - Vector V08,CCM - JetSpeed FT1
Mississauga,ON,CAN,CAN,L,KYLE.CAPOBIANCO,Kyle Capobianco,Capobianco,Kyle,D,ARI,,,RFA,,,,,
Ornskoldsvik,,SWE,SWE,L,VICTOR.HEDMAN,Victor Hedman,Hedman,Victor,D,TBL,Lower body,,UFA,Bauer - Nexus 1N,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Nexus 1N
Dorval,QC,CAN,CAN,R,JASON.DEMERS,Jason Demers,Demers,Jason,D,ARI,Upper body,NTC,UFA,Easton - Stealth CX,CCM - HG10KX,CCM,CCM - Vector V08,CCM - Ribcor 70K
Njurunda,,SWE,SWE,L,HENRIK.ZETTERBERG,Henrik Zetterberg,Zetterberg,Henrik,LW/C,DET,,,UFA,Warrior - Covert QRL,Warrior - Franchise,Warrior,Warrior - Covert PX2,Bauer - Nexus 1N
Västerås,,SWE,SWE,L,PATRIK.BERGLUND,Patrik Berglund,Berglund,Patrik,C,STL,Shoulder,,UFA,Warrior - Alpha QX,Warrior - Covert QR1,Warrior,Bauer - Re-Akt,Bauer - Vapor 1X
Guelph,ON,CAN,CAN,L,MICHEAL.HALEY,Micheal Haley,Haley,Micheal,LW/C,FLA,,,UFA,CCM - Super Tacks 2.0,STX - Surgeon 500,CCM,CCM - Vector V08,CCM - Ribcor 70K
New Lenox,IL,USA,USA,L,ALEX.BROADHURST,Alex Broadhurst,Broadhurst,Alex,C,CBJ,,,UFA,CCM - Ribcor Trigger ASY,CCM - 4-Roll Pro,CCM,CCM - Vector V08,Bauer - Vapor 1X 2.0
Petawawa,ON,CAN,CAN,L,MATTHEW.PECA,Matthew Peca,Peca,Matthew,C,TBL,,,UFA,,,,,
Herning,,DNK,DNK,L,FRANS.NIELSEN,Frans Nielsen,Nielsen,Frans,C,DET,Upper body,NMC,UFA,Warrior - Covert QR EDGE,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,Bauer - Supreme 1S
Frydek-Mistek,,CZE,CZE,L,ONDREJ.PALAT,Ondrej Palat,Palat,Ondrej,LW,TBL,Lower body,,UFA,Bauer - Vapor 1X Lite,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X
Oakville,ON,CAN,CAN,L,SCOTT.WILSON,Scott Wilson,Wilson,Scott,C,"PIT, DET, BUF",,,RFA,Bauer - Vapor 1X Lite,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Edmonton,AB,CAN,CAN,L,JAY.BOUWMEESTER,Jay Bouwmeester,Bouwmeester,Jay,D,STL,"Hip, Undisclosed",NMC,UFA,Warrior - Covert QRL,Warrior - Dynasty AX1,Warrior,Bauer - 4500,Bauer - Vapor 1X
Maple Creek,SK,CAN,CAN,L,ZACK.SMITH,Zack Smith,Smith,Zack,LW,OTT,Upper body,M-NTC,UFA,CCM - Ribcor Trigger 2 PMT,CCM - HG12,CCM,CCM - Resistance,CCM - JetSpeed FT1
Windsor,ON,CAN,CAN,L,TREVOR.MURPHY,Trevor Murphy,Murphy,Trevor,D,ARI,,,RFA,,,,,
Toronto,ON,CAN,CAN,R,FRANK.CORRADO,Frank Corrado,Corrado,Frank,D,PIT,,,RFA,,,,,
Massapequa,NY,USA,USA,L,ROB.O'GARA,Rob O'Gara,O'Gara,Rob,D,"BOS, NYR",,,RFA,CCM - Super Tacks 2.0,CCM - Ultra Tacks,CCM,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Mississauga,ON,CAN,CAN,L,MATT.STAJAN,Matt Stajan,Stajan,Matt,C,CGY,,M-NTC,UFA,Warrior - Alpha QX,Easton - Pro,Bauer,Bauer - 4500,Bauer - Nexus 1N
Ceské Budejovice,,CZE,CZE,L,LUKAS.SEDLAK,Lukas Sedlak,Sedlak,Lukas,LW/C,CBJ,"Ankle, Head",,RFA,CCM - Super Tacks 2.0,CCM - HG12,Bauer,CCM - Resistance,TRUE - Pro Custom
Hinsdale,IL,USA,CAN,R,JOSH.MANSON,Josh Manson,Manson,Josh,D,ANA,Upper body,,UFA,Easton - Stealth CX,Bauer - Vapor APX2,Bauer,Bauer - 4500,Bauer - Vapor 1X 2.0
Drummondville,QC,CAN,CAN,L,DANICK.MARTEL,Danick Martel,Martel,Danick,LW,PHI,,,RFA,,,,,
East Longmeadow,MA,USA,USA,L,FRANK.VATRANO,Frank Vatrano,Vatrano,Frank,C,"BOS, FLA","Lower body, Undisclosed",,RFA,Bauer - Nexus 1N,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Fullerton,CA,USA,USA,L,CHASE.BALISY,Chase Balisy,Balisy,Chase,C,FLA,,,UFA,,,,,
De Pere,WI,USA,USA,L,MAX.MCCORMICK,Max McCormick,McCormick,Max,LW,OTT,,,UFA,Warrior - Alpha QX,CCM - HG12,CCM,CCM - Vector V08,Bauer - Vapor 1X
Nizhny Tagil,,RUS,RUS,L,NIKITA.SOSHNIKOV,Nikita Soshnikov,Soshnikov,Nikita,RW,"TOR, STL","Upper body, Lower body",,RFA,CCM - Ribcor Trigger ASY,CCM - Ultra Tacks,CCM,CCM - Resistance,Bauer - Nexus 1N
Regina,SK,CAN,CAN,R,JOSH.ARCHIBALD,Josh Archibald,Archibald,Josh,RW,"PIT, ARI",,,RFA,CCM - Super Tacks 2.0,CCM - CL Pro,CCM,CCM - Vector V08,Bauer - Vapor 1X
Boca Raton,FL,USA,USA,L,JAKOB.CHYCHRUN,Jakob Chychrun,Chychrun,Jakob,D,ARI,Lower body,,RFA,TRUE - A6.0 SBP,TRUE - Pro,CCM,Bauer - Re-Akt 100,Bauer - Supreme 1S
Hopkins,MN,USA,USA,L,TRAVIS.BOYD,Travis Boyd,Boyd,Travis,C,WSH,,,RFA,,,,,
London,ON,CAN,CAN,R,DYLAN.DEMELO,Dylan DeMelo,DeMelo,Dylan,D,SJS,Flu,,RFA,CCM - RBZ Revolution,CCM - HG12,CCM,CCM - Vector V08,TRUE - Pro Custom
Barrie,ON,CAN,CAN,L,ALEX.FORMENTON,Alex Formenton,Formenton,Alex,LW,OTT,,,RFA,,,,,
Loviisa,,FIN,FIN,R,IIRO.PAKARINEN,Iiro Pakarinen,Pakarinen,Iiro,RW,EDM,,,RFA,Bauer - Vapor 1X Lite,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt,Bauer - Supreme 1S
Hull,QC,CAN,CAN,L,DERICK.BRASSARD,Derick Brassard,Brassard,Derick,C,"OTT, PIT","Undisclosed, Groin",M-NTC,UFA,Bauer - Vapor 1X Lite,Bauer - Vapor 1X,CCM,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Calgary,AB,CAN,CAN,R,JAY.BEAGLE,Jay Beagle,Beagle,Jay,RW/C,WSH,Upper body,,UFA,,,,,
Mlada Boleslav,,CZE,CZE,R,TOMAS.HYKA,Tomas Hyka,Hyka,Tomas,RW,VGK,,,RFA,,,,,
Brampton,ON,CAN,CAN,L,TYLER.GRAOVAC,Tyler Graovac,Graovac,Tyler,C,WSH,Upper body,,UFA,,,,,
Salem,NJ,USA,USA,L,JOHNNY.GAUDREAU,Johnny Gaudreau,Gaudreau,Johnny,LW,CGY,,,UFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Boston,MA,USA,USA,L,NOAH.HANIFIN,Noah Hanifin,Hanifin,Noah,D,CAR,Concussion,,RFA,Bauer - Nexus 1N,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Supreme 1S
Nizhnekamsk,,ROU,RUS,L,RINAT.VALIEV,Rinat Valiev,Valiev,Rinat,D,MTL,Lower body,,RFA,,,,,
Shelby Twp.,MI,USA,USA,L,KYLE.CONNOR,Kyle Connor,Connor,Kyle,LW,WPG,Lower body,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - 4-Roll Pro,CCM,CCM - Resistance,Bauer - Vapor 1X
Mlada Boleslav,,CZE,CZE,R,RADIM.VRBATA,Radim Vrbata,Vrbata,Radim,RW,FLA,"Facial, Illness",,UFA,,,,,
Boston,MA,USA,USA,R,COLIN.WHITE,Colin White,White,Colin,C,OTT,,,RFA,,,,,
Brno,,CZE,CZE,L,PAVEL.ZACHA,Pavel Zacha,Zacha,Pavel,C,NJD,Upper body,,RFA,Bauer - Vapor 1X Lite,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X
Richmond Hill,ON,CAN,CAN,L,CONNOR.MCDAVID,Connor McDavid,McDavid,Connor,C,EDM,,,UFA,CCM - Super Tacks,CCM - CL 500,CCM,CCM - Vector V08,CCM - JetSpeed
North Chelmsford,MA,USA,USA,R,JACK.EICHEL,Jack Eichel,Eichel,Jack,C,BUF,Ankle,,UFA,Bauer - Supreme 1S,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt,Bauer - Supreme 2S
Landshut,,DEU,DEU,L,TOBIAS.RIEDER,Tobias Rieder,Rieder,Tobias,RW/C,"ARI, LAK",,,RFA,CCM - RBZ Speedburner,CCM - CL Pro,CCM,CCM - Vector V08,Bauer - Vapor 1X 2.0
Mississauga,ON,CAN,CAN,L,VINCE.DUNN,Vince Dunn,Dunn,Vince,D,STL,Illness,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - CL Pro,CCM,CCM - Vector V08,Bauer - Nexus 1N
Newmarket,ON,CAN,CAN,L,TRAVIS.DERMOTT,Travis Dermott,Dermott,Travis,D,TOR,Lower body,,RFA,CCM - Super Tacks 2.0,CCM - Super Tacks,CCM,CCM - Vector V08,CCM - JetSpeed FT1
Canton,NY,USA,USA,L,JORDAN.GREENWAY,Jordan Greenway,Greenway,Jordan,LW,MIN,,,RFA,TRUE - A6.0 SBP,Bauer - Vapor APX2,Bauer,CCM - Vector V08,Bauer - Vapor 1X 2.0
Herisau,,CHE,CHE,L,TIMO.MEIER,Timo Meier,Meier,Timo,RW,SJS,,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - Quicklite,CCM,CCM - Resistance,Bauer - Supreme 1S
Stockholm,,SWE,SWE,L,FREDRIK.CLAESSON,Fredrik Claesson,Claesson,Fredrik,D,OTT,,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - Quicklite,CCM,CCM - Vector V08,Bauer - Supreme 1S
Milford,MI,USA,USA,L,BLAKE.PIETILA,Blake Pietila,Pietila,Blake,LW,NJD,,,RFA,,,,,
Eden Prairie,MN,USA,USA,L,NICK.SEELER,Nick Seeler,Seeler,Nick,D,MIN,Bicep,,RFA,CCM - Super Tacks,CCM - 4-Roll Pro,CCM,CCM - Vector V08,Bauer - Vapor 1X 2.0
Joliette,QC,CAN,CAN,L,A.J..GREER,A.J. Greer,Greer,A.J.,LW,COL,,,RFA,,,,,
Dublin,OH,USA,USA,L,SEAN.KURALY,Sean Kuraly,Kuraly,Sean,C,BOS,Upper body,,RFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,Bauer - Vapor 1X 2.0
Edmonton,AB,CAN,CAN,L,BRENDAN.GUHLE,Brendan Guhle,Guhle,Brendan,D,BUF,Upper body,,RFA,,,,,
London,ON,CAN,CAN,L,JOE.THORNTON,Joe Thornton,Thornton,Joe,C,SJS,Knee,NMC,UFA,CCM - Ribcor Trigger 2 PMT,CCM - 4-Roll Pro,CCM,CCM - Resistance,CCM - JetSpeed FT1
Rauma,,FIN,FIN,L,SEBASTIAN.AHO,Sebastian Aho,Aho,Sebastian,RW,CAR,Concussion,,RFA,,,,,
Belleville,ON,CAN,CAN,R,ANDREW.SHAW,Andrew Shaw,Shaw,Andrew,RW,MTL,"Head, Lower body",,UFA,CCM - Ultra Tacks,CCM - 4-Roll Pro,CCM,CCM - Vector V08,CCM - Super Tacks
Yuzhno-Sakhalinsk,,RUS,RUS,L,EVGENY.SVECHNIKOV,Evgeny Svechnikov,Svechnikov,Evgeny,RW,DET,,,RFA,,,,,
Chicago,IL,USA,USA,R,CHRISTIAN.FISCHER,Christian Fischer,Fischer,Christian,RW,ARI,Lower body,,RFA,CCM - Super Tacks,CCM - CL Pro,CCM,CCM - Vector V08,Bauer - Supreme 1S
Rochester,NY,USA,USA,L,SHANE.PRINCE,Shane Prince,Prince,Shane,LW,NYI,Upper body,,RFA,CCM - RBZ Revolution,CCM - CL Pro,CCM,CCM - Vector V08,CCM - JetSpeed
Pittsburgh,PA,USA,USA,R,VINCENT.TROCHECK,Vincent Trocheck,Trocheck,Vincent,C,FLA,,,UFA,STX - Surgeon RX2,STX - Surgeon 500,CCM,CCM - Vector V08,Bauer - Vapor 1X
London,ON,CAN,CAN,R,TRAVIS.KONECNY,Travis Konecny,Konecny,Travis,C,PHI,Foot,,RFA,Warrior - Covert QRL,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,Bauer - Vapor 1X
Mississauga,ON,CAN,CAN,L,DYLAN.STROME,Dylan Strome,Strome,Dylan,C,ARI,,,RFA,,,,,
Belleville,ON,CAN,CAN,L,NICK.COUSINS,Nick Cousins,Cousins,Nick,C,ARI,,NTC,RFA,Bauer - Nexus 1N,Bauer - Vapor 1X,CCM,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Colorado Springs,CO,USA,USA,R,BRANDON.CARLO,Brandon Carlo,Carlo,Brandon,D,BOS,Lower body,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - Super Tacks,CCM,CCM - Vector V08,TRUE - Pro Custom
Burnsville,MN,USA,USA,R,BROCK.BOESER,Brock Boeser,Boeser,Brock,RW,VAN,Hand,,RFA,CCM - Jetspeed,CCM - Super Tacks,CCM,CCM - Vector V08,CCM - JetSpeed FT1
Coquitlam,BC,CAN,CAN,R,MATHEW.BARZAL,Mathew Barzal,Barzal,Mathew,C,NYI,,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - HG12,CCM,CCM - Resistance,CCM - Super Tacks
Calgary,AB,CAN,CAN,L,NICHOLAS.MERKLEY,Nicholas Merkley,Merkley,Nicholas,RW,ARI,,,RFA,,,,,
North York,ON,CAN,CAN,R,JOEL.WARD,Joel Ward,Ward,Joel,RW,SJS,Shoulder,M-NTC,UFA,CCM - Ribcor 40K,CCM - HG12,CCM,CCM - Fitlite 80,TRUE - Pro Custom
Richmond Hill,ON,CAN,CAN,L,DANIEL.CATENACCI,Daniel Catenacci,Catenacci,Daniel,C,NYR,,,UFA,,,,,
Katrineholm,,SWE,SWE,L,KLAS.DAHLBECK,Klas Dahlbeck,Dahlbeck,Klas,D,CAR,,"M-NTC, NMC",RFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,Bauer - Vapor 1X
Pickering,ON,CAN,CAN,L,ANDY.ANDREOFF,Andy Andreoff,Andreoff,Andy,LW,LAK,Upper body,,UFA,Bauer - Nexus 1N,Bauer - Vapor 1X,Bauer,Bauer - 4500,TRUE - Pro Custom
Denver,CO,USA,USA,R,NICK.SHORE,Nick Shore,Shore,Nick,C,"LAK, OTT, CGY","Illness, Undisclosed",,RFA,Warrior - Alpha QX,Warrior - Covert QR1,Warrior,Warrior - Covert PX2,Bauer - Vapor 1X 2.0
Duluth,MN,USA,USA,R,ANDY.WELINSKI,Andy Welinski,Welinski,Andy,D,ANA,,,RFA,CCM - Ribcor Trigger ASY,CCM - CL Pro,CCM,CCM - Vector V08,CCM - Super Tacks
Belleville,ON,CAN,CAN,L,ALAN.QUINE,Alan Quine,Quine,Alan,C,NYI,"Undisclosed, Upper body",,RFA,CCM - Ribcor Trigger ASY,CCM - Tacks,CCM,CCM - Vector V08,Bauer - Vapor 1X
Columbus,OH,USA,USA,R,JACK.ROSLOVIC,Jack Roslovic,Roslovic,Jack,C,WPG,,,RFA,Warrior - Covert QR EDGE,Warrior - Alpha QX,Warrior,Warrior - Covert PX2,Bauer - Vapor 1X 2.0
Grosse Pointe,MI,USA,USA,L,ZACH.WERENSKI,Zach Werenski,Werenski,Zach,D,CBJ,Undisclosed,,RFA,Bauer - Nexus 1N,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X
Amos,QC,CAN,CAN,R,NICOLAS.ROY,Nicolas Roy,Roy,Nicolas,C,CAR,,,,,,,,
Eden Prairie,MN,USA,USA,L,KYLE.RAU,Kyle Rau,Rau,Kyle,C,MIN,,,UFA,,,,,
Wheaton,IL,USA,USA,L,RYAN.DZINGEL,Ryan Dzingel,Dzingel,Ryan,LW,OTT,Head,,UFA,CCM - Jetspeed,CCM - Ultra Tacks,CCM,Bauer - Re-Akt,CCM - Super Tacks
Amsterdam,,NLD,NLD,R,DANIEL.SPRONG,Daniel Sprong,Sprong,Daniel,RW,PIT,,,RFA,,,,,
Ottawa,ON,CAN,CAN,R,JEAN-GABRIEL.PAGEAU,Jean-Gabriel Pageau,Pageau,Jean-Gabriel,C,OTT,Upper body,,UFA,Bauer - Vapor 1X Lite,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X
Sainte-Marie,QC,CAN,CAN,L,THOMAS.CHABOT,Thomas Chabot,Chabot,Thomas,D,OTT,,,RFA,CCM - Jetspeed,CCM - Jetspeed FT1,CCM,CCM - Resistance,CCM - Super Tacks AS1
Chicago,IL,USA,USA,L,MIKE.REILLY,Mike Reilly,Reilly,Mike,D,"MIN, MTL",Undisclosed,,RFA,Bauer - Supreme 1S,Bauer - Vapor APX2,Bauer,Bauer - Re-Akt,Bauer - Supreme 1S
Lansing,MI,USA,USA,L,REID.BOUCHER,Reid Boucher,Boucher,Reid,C,VAN,Hand,,RFA,STX - Surgeon RX2,STX - Surgeon 500,CCM,CCM - Vector V08,TRUE - Pro Custom
Winnipeg,MB,CAN,CAN,L,DUNCAN.KEITH,Duncan Keith,Keith,Duncan,D,CHI,,,UFA,Bauer - Supreme 1S,Warrior - Dynasty AX1,Bauer,CCM - Resistance,Bauer - Nexus 1N
Mt. Brydges,ON,CAN,CAN,L,LAWSON.CROUSE,Lawson Crouse,Crouse,Lawson,LW,ARI,,,RFA,,,,,
Calgary,AB,CAN,CAN,R,TY.RATTIE,Ty Rattie,Rattie,Ty,RW,EDM,,,RFA,CCM - Ribcor Trigger ASY,CCM - CL Pro,CCM,CCM - Vector V08,CCM - Ribcor 50K
Anaheim,CA,USA,USA,R,ROCCO.GRIMALDI,Rocco Grimaldi,Grimaldi,Rocco,C,COL,Illness,,UFA,,,,,
St. Louis,MO,USA,USA,R,SCOTT.MAYFIELD,Scott Mayfield,Mayfield,Scott,D,NYI,"Lower body, Soreness",,UFA,Warrior - Covert QRL,Warrior - Alpha QX,CCM,CCM - Vector V08,TRUE - Pro Custom
Kosice,,SVK,SVK,L,TOMAS.JURCO,Tomas Jurco,Jurco,Tomas,LW,CHI,Illness,,RFA,Easton - Synergy GX,Bauer - Vapor APX,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X
Niagara Falls,NY,USA,USA,R,ADAM.CLENDENING,Adam Clendening,Clendening,Adam,D,ARI,,,RFA,,,,,
Dorchester,ON,CAN,CAN,L,BOONE.JENNER,Boone Jenner,Jenner,Boone,C,CBJ,Back,,RFA,CCM - Jetspeed,Bauer - Nexus 1N,Bauer,CCM - Vector V08,Bauer - Vapor 1X 2.0
Markham,ON,CAN,CAN,R,MITCH.MARNER,Mitch Marner,Marner,Mitchell,C,TOR,,,RFA,TRUE - A6.0 SBP,TRUE - Pro,CCM,Warrior - Covert PX2,TRUE - Pro Custom
Omsk,,RUS,CZE,L,DMITRIJ.JASKIN,Dmitrij Jaskin,Jaskin,Dmitrij,RW,STL,,,RFA,Bauer - Vapor 1X Lite,Bauer - Vapor 1X,Bauer,Bauer - 4500,Bauer - Nexus 1N
Leksand,,SWE,SWE,L,VICTOR.RASK,Victor Rask,Rask,Victor,C,CAR,Shoulder,,UFA,Bauer - Nexus 1N,Bauer - Vapor APX2,Bauer,Bauer - 5100,Bauer - Vapor 1X
Pittsburgh,PA,USA,USA,L,BRANDON.SAAD,Brandon Saad,Saad,Brandon,LW,CHI,,,UFA,Warrior - Alpha QX,Warrior - Dynasty AX1,Warrior,Warrior - Covert PX2,Bauer - Nexus 1N
Orangeville,ON,CAN,CAN,R,BRETT.RITCHIE,Brett Ritchie,Ritchie,Brett,RW,DAL,"Lower body, Upper body",,RFA,Bauer - Supreme 1S,Bauer - Vapor 1X,Bauer,CCM - Vector V08,Bauer - Supreme 1S
Prague,,CZE,CZE,L,FILIP.CHLAPIK,Filip Chlapik,Chlapik,Filip,C,OTT,Upper body,,RFA,,,,,
Brandon,MB,CAN,CAN,L,JOEL.EDMUNDSON,Joel Edmundson,Edmundson,Joel,D,STL,Arm,,RFA,Warrior - Alpha QX,Warrior - Dynasty AX1,CCM,CCM - Vector V08,Bauer - Vapor 1X
Long Beach,CA,USA,USA,L,MATT.NIETO,Matthew Nieto,Nieto,Matt,LW,COL,"Lower body, Undisclosed",,RFA,CCM - Super Tacks 2.0,CCM - CL Pro,CCM,CCM - Vector V08,Bauer - Vapor 1X
Bayonne,,FRA,FRA,L,XAVIER.OUELLET,Xavier Ouellet,Ouellet,Xavier,D,DET,,,RFA,Bauer - Vapor 1X Lite,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,TRUE - Pro Custom
Orangeville,ON,CAN,CAN,R,ZACK.MITCHELL,Zack Mitchell,Mitchell,Zack,RW,MIN,,NTC,UFA,,,,,
Karlstad,,SWE,SWE,L,JOEL.ERIKSSON EK,Joel Eriksson Ek,Eriksson Ek,Joel,LW/C,MIN,,,RFA,CCM - Jetspeed,CCM - Super Tacks,CCM,CCM - Resistance,CCM - Super Tacks
Raahe,,FIN,FIN,L,MIIKKA.SALOMAKI,Miikka Salomaki,Salomaki,Miikka,RW,NSH,,,RFA,CCM - Ribcor Trigger ASY,CCM - HG12,CCM,CCM - Resistance,Bauer - Vapor 1X 2.0
Marsta,,SWE,SWE,L,WILLIAM.KARLSSON,William Karlsson,Karlsson,William,C,VGK,,,RFA,Warrior - Alpha QX,CCM - Super Tacks,CCM,CCM - Vector V08,Bauer - Nexus 1N
Kingston,ON,CAN,CAN,L,SCOTT.HARRINGTON,Scott Harrington,Harrington,Scott,D,CBJ,Illness,,RFA,Warrior - Alpha QX,Warrior - Alpha QX,CCM,Warrior - Covert PX2,Bauer - Supreme 1S
Mississauga,ON,CAN,CAN,R,RYAN.SPROUL,Ryan Sproul,Sproul,Ryan,D,NYR,,,UFA,CCM - Ribcor Reckoner,CCM - 4-Roll Pro,CCM,CCM - Vector V08,CCM - JetSpeed
Yaroslavl,,RUS,RUS,L,IVAN.PROVOROV,Ivan Provorov,Provorov,Ivan,D,PHI,,,RFA,Bauer - Nexus 2N,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Supreme 2S
Maykop,,RUS,RUS,L,NIKITA.KUCHEROV,Nikita Kucherov,Kucherov,Nikita,RW,TBL,Upper body,,RFA,Bauer - Supreme 1S,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Nexus 1N
Burnaby,BC,CAN,CAN,L,RYAN.NUGENT-HOPKINS,Ryan Nugent-Hopkins,Nugent-Hopkins,Ryan,C,EDM,"Lower body, Upper body",,UFA,Bauer - Nexus 1N,CCM - Quicklite,CCM,CCM - Vector V08,CCM - Super Tacks
